exception_id,payment_id,customer_id,account_id,exception_timestamp,exception_date,exception_type,exception_reason_code,exception_reason_description,severity,exception_status,assigned_team,assigned_analyst_id,resolution_status,resolution_code,resolved_timestamp,sla_due_timestamp,high_value_flag,requires_manual_review
EXC_SYN_0000358,PAY_SYN_0014524,CUST_SYN_000389,ACCT_SYN_000389,2026-01-31T18:17:00,2026-01-31,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2026-01-31T20:17:00,2026-02-01T02:17:00,FALSE,FALSE
EXC_SYN_0000359,PAY_SYN_0008828,CUST_SYN_000137,ACCT_SYN_001137,2026-02-23T22:58:00,2026-02-23,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2026-02-24T01:58:00,2026-02-24T02:58:00,FALSE,TRUE
EXC_SYN_0000360,PAY_SYN_0022973,CUST_SYN_000002,ACCT_SYN_001002,2025-12-18T11:26:00,2025-12-18,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2025-12-18T19:26:00,TRUE,TRUE
EXC_SYN_0000361,PAY_SYN_0013616,CUST_SYN_000293,ACCT_SYN_001293,2026-02-17T15:00:00,2026-02-17,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-02-17T17:00:00,2026-02-17T23:00:00,TRUE,TRUE
EXC_SYN_0000362,PAY_SYN_0014711,CUST_SYN_000308,ACCT_SYN_001308,2026-03-13T09:58:00,2026-03-13,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2026-03-13T12:58:00,2026-03-13T17:58:00,FALSE,FALSE
EXC_SYN_0000363,PAY_SYN_0020961,CUST_SYN_000058,ACCT_SYN_000058,2026-01-23T10:21:00,2026-01-23,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-01-23T11:21:00,2026-01-23T18:21:00,TRUE,TRUE
EXC_SYN_0000364,PAY_SYN_0014422,CUST_SYN_000115,ACCT_SYN_001115,2026-02-08T11:41:00,2026-02-08,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2026-02-08T15:41:00,FALSE,TRUE
EXC_SYN_0000365,PAY_SYN_0004513,CUST_SYN_000482,ACCT_SYN_000482,2026-03-13T12:51:00,2026-03-13,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2026-03-13T15:51:00,2026-03-13T20:51:00,FALSE,TRUE
EXC_SYN_0000366,PAY_SYN_0004933,CUST_SYN_000022,ACCT_SYN_001022,2026-03-02T13:04:00,2026-03-02,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2026-03-02T14:04:00,2026-03-02T21:04:00,FALSE,FALSE
EXC_SYN_0000367,PAY_SYN_0003910,CUST_SYN_000671,ACCT_SYN_000671,2025-12-08T09:56:00,2025-12-08,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2025-12-08T11:56:00,2025-12-08T13:56:00,FALSE,TRUE
EXC_SYN_0000368,PAY_SYN_0005164,CUST_SYN_000569,ACCT_SYN_000569,2025-12-30T14:27:00,2025-12-30,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2025-12-30T18:27:00,FALSE,TRUE
EXC_SYN_0000369,PAY_SYN_0012509,CUST_SYN_000834,ACCT_SYN_000834,2026-03-10T19:35:00,2026-03-10,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2026-03-10T20:35:00,2026-03-10T23:35:00,TRUE,TRUE
EXC_SYN_0000370,PAY_SYN_0006847,CUST_SYN_000340,ACCT_SYN_001340,2026-02-06T18:14:00,2026-02-06,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-02-06T20:14:00,2026-02-06T22:14:00,FALSE,TRUE
EXC_SYN_0000371,PAY_SYN_0022747,CUST_SYN_000140,ACCT_SYN_000140,2026-02-07T18:27:00,2026-02-07,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-02-08T03:08:00,2026-02-08T02:27:00,TRUE,TRUE
EXC_SYN_0000372,PAY_SYN_0004664,CUST_SYN_000069,ACCT_SYN_000069,2026-02-15T14:59:00,2026-02-15,CURRENCY,R010,Currency handling exception,MEDIUM,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2026-02-15T22:59:00,TRUE,TRUE
EXC_SYN_0000373,PAY_SYN_0005010,CUST_SYN_000871,ACCT_SYN_000871,2025-11-20T11:34:00,2025-11-20,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2025-11-20T13:34:00,2025-11-20T19:34:00,TRUE,FALSE
EXC_SYN_0000374,PAY_SYN_0023172,CUST_SYN_000865,ACCT_SYN_000865,2025-11-20T13:41:00,2025-11-20,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2025-11-20T16:41:00,2025-11-20T21:41:00,TRUE,TRUE
EXC_SYN_0000375,PAY_SYN_0012320,CUST_SYN_000341,ACCT_SYN_001341,2026-03-07T11:50:00,2026-03-07,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-03-07T12:50:00,2026-03-07T15:50:00,FALSE,TRUE
EXC_SYN_0000376,PAY_SYN_0000832,CUST_SYN_000785,ACCT_SYN_000785,2026-03-15T13:47:00,2026-03-15,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2026-03-15T21:47:00,TRUE,TRUE
EXC_SYN_0000377,PAY_SYN_0011413,CUST_SYN_000782,ACCT_SYN_000782,2025-11-17T15:27:00,2025-11-17,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2025-11-17T18:27:00,2025-11-17T23:27:00,TRUE,FALSE
EXC_SYN_0000378,PAY_SYN_0012721,CUST_SYN_000178,ACCT_SYN_001178,2025-11-22T13:16:00,2025-11-22,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2025-11-22T18:04:00,2025-11-22T17:16:00,FALSE,TRUE
EXC_SYN_0000379,PAY_SYN_0013546,CUST_SYN_000203,ACCT_SYN_000203,2025-12-17T18:44:00,2025-12-17,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-12-17T20:44:00,2025-12-17T22:44:00,TRUE,TRUE
EXC_SYN_0000380,PAY_SYN_0017753,CUST_SYN_000362,ACCT_SYN_001362,2026-01-14T15:46:00,2026-01-14,SYSTEM,R007,Processing system unavailable,MEDIUM,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2026-01-14T23:46:00,TRUE,FALSE
EXC_SYN_0000381,PAY_SYN_0024394,CUST_SYN_000079,ACCT_SYN_001079,2026-02-23T17:46:00,2026-02-23,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-02-23T18:46:00,2026-02-23T21:46:00,FALSE,TRUE
EXC_SYN_0000382,PAY_SYN_0001975,CUST_SYN_000076,ACCT_SYN_001076,2026-02-18T18:26:00,2026-02-18,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2026-02-18T20:26:00,2026-02-19T02:26:00,TRUE,TRUE
EXC_SYN_0000383,PAY_SYN_0018941,CUST_SYN_000318,ACCT_SYN_000318,2026-01-25T15:01:00,2026-01-25,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-01-25T18:01:00,2026-01-25T23:01:00,TRUE,TRUE
EXC_SYN_0000384,PAY_SYN_0013375,CUST_SYN_000376,ACCT_SYN_001376,2025-11-28T18:52:00,2025-11-28,SETTLEMENT,R011,Settlement confirmation delayed,LOW,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2025-11-29T02:52:00,TRUE,FALSE
EXC_SYN_0000385,PAY_SYN_0024034,CUST_SYN_000259,ACCT_SYN_001259,2025-12-26T18:38:00,2025-12-26,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2025-12-27T03:33:00,2025-12-27T02:38:00,TRUE,TRUE
EXC_SYN_0000386,PAY_SYN_0008988,CUST_SYN_000057,ACCT_SYN_001057,2025-11-16T22:29:00,2025-11-16,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2025-11-17T01:29:00,2025-11-17T02:29:00,TRUE,TRUE
EXC_SYN_0000387,PAY_SYN_0024210,CUST_SYN_000271,ACCT_SYN_000271,2026-01-29T14:36:00,2026-01-29,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2026-01-29T15:36:00,2026-01-29T22:36:00,TRUE,TRUE
EXC_SYN_0000388,PAY_SYN_0003265,CUST_SYN_000806,ACCT_SYN_000806,2026-02-02T14:14:00,2026-02-02,CUTOFF,R004,Payment missed the processing cutoff,LOW,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-02-02T22:14:00,TRUE,FALSE
EXC_SYN_0000389,PAY_SYN_0001685,CUST_SYN_000846,ACCT_SYN_000846,2026-01-11T14:07:00,2026-01-11,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2026-01-11T17:07:00,2026-01-11T18:07:00,TRUE,TRUE
EXC_SYN_0000390,PAY_SYN_0010431,CUST_SYN_000448,ACCT_SYN_000448,2026-01-31T10:42:00,2026-01-31,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-01-31T11:42:00,2026-01-31T14:42:00,TRUE,TRUE
EXC_SYN_0000391,PAY_SYN_0006055,CUST_SYN_000536,ACCT_SYN_000536,2026-01-15T14:23:00,2026-01-15,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-01-15T16:23:00,2026-01-15T22:23:00,TRUE,FALSE
EXC_SYN_0000392,PAY_SYN_0006515,CUST_SYN_000056,ACCT_SYN_001056,2025-12-29T14:16:00,2025-12-29,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2025-12-29T18:16:00,FALSE,TRUE
EXC_SYN_0000393,PAY_SYN_0001929,CUST_SYN_000874,ACCT_SYN_000874,2025-12-28T18:27:00,2025-12-28,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2025-12-28T19:27:00,2025-12-29T02:27:00,FALSE,TRUE
EXC_SYN_0000394,PAY_SYN_0010300,CUST_SYN_000101,ACCT_SYN_000101,2025-12-29T10:17:00,2025-12-29,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2025-12-29T12:17:00,2025-12-29T18:17:00,TRUE,TRUE
EXC_SYN_0000395,PAY_SYN_0018871,CUST_SYN_000728,ACCT_SYN_000728,2026-01-18T11:27:00,2026-01-18,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-18T14:27:00,2026-01-18T19:27:00,FALSE,FALSE
EXC_SYN_0000396,PAY_SYN_0023947,CUST_SYN_000040,ACCT_SYN_001040,2026-03-10T17:52:00,2026-03-10,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2026-03-10T21:52:00,FALSE,TRUE
EXC_SYN_0000397,PAY_SYN_0002875,CUST_SYN_000376,ACCT_SYN_001376,2026-01-04T15:41:00,2026-01-04,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2026-01-04T17:41:00,2026-01-04T19:41:00,FALSE,TRUE
EXC_SYN_0000398,PAY_SYN_0018093,CUST_SYN_000442,ACCT_SYN_000442,2026-02-07T14:20:00,2026-02-07,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2026-02-07T17:20:00,2026-02-07T22:20:00,TRUE,TRUE
EXC_SYN_0000399,PAY_SYN_0010750,CUST_SYN_000251,ACCT_SYN_000251,2025-11-25T10:52:00,2025-11-25,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-11-25T20:01:00,2025-11-25T18:52:00,FALSE,FALSE
EXC_SYN_0000400,PAY_SYN_0004878,CUST_SYN_000487,ACCT_SYN_000487,2026-02-19T19:01:00,2026-02-19,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2026-02-19T23:01:00,FALSE,TRUE
EXC_SYN_0000401,PAY_SYN_0022344,CUST_SYN_000229,ACCT_SYN_000229,2026-01-02T15:56:00,2026-01-02,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-01-02T18:56:00,2026-01-02T19:56:00,FALSE,TRUE
EXC_SYN_0000402,PAY_SYN_0014565,CUST_SYN_000406,ACCT_SYN_000406,2026-01-20T16:36:00,2026-01-20,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2026-01-20T17:36:00,2026-01-21T00:36:00,TRUE,FALSE
EXC_SYN_0000403,PAY_SYN_0011981,CUST_SYN_000798,ACCT_SYN_000798,2026-02-21T13:21:00,2026-02-21,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-02-21T15:21:00,2026-02-21T17:21:00,FALSE,TRUE
EXC_SYN_0000404,PAY_SYN_0002971,CUST_SYN_000428,ACCT_SYN_000428,2025-12-03T13:24:00,2025-12-03,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2025-12-03T21:24:00,TRUE,TRUE
EXC_SYN_0000405,PAY_SYN_0003479,CUST_SYN_000224,ACCT_SYN_001224,2026-01-25T21:53:00,2026-01-25,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2026-01-25T22:53:00,2026-01-26T05:53:00,FALSE,TRUE
EXC_SYN_0000406,PAY_SYN_0011635,CUST_SYN_000496,ACCT_SYN_001496,2026-03-05T17:38:00,2026-03-05,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2026-03-06T02:54:00,2026-03-06T01:38:00,FALSE,FALSE
EXC_SYN_0000407,PAY_SYN_0000026,CUST_SYN_000963,ACCT_SYN_000963,2025-12-23T18:28:00,2025-12-23,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2025-12-23T21:28:00,2025-12-24T02:28:00,TRUE,TRUE
EXC_SYN_0000408,PAY_SYN_0015415,CUST_SYN_000356,ACCT_SYN_000356,2026-01-24T18:04:00,2026-01-24,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-01-24T22:04:00,FALSE,TRUE
EXC_SYN_0000409,PAY_SYN_0023906,CUST_SYN_000023,ACCT_SYN_001023,2026-02-21T18:54:00,2026-02-21,ROUTING,R003,Beneficiary routing information requires correction,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2026-02-21T20:54:00,2026-02-22T02:54:00,TRUE,TRUE
EXC_SYN_0000410,PAY_SYN_0009380,CUST_SYN_000561,ACCT_SYN_000561,2026-01-03T13:25:00,2026-01-03,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-01-03T16:25:00,2026-01-03T21:25:00,FALSE,FALSE
EXC_SYN_0000411,PAY_SYN_0010305,CUST_SYN_000286,ACCT_SYN_000286,2026-01-01T18:33:00,2026-01-01,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-01-01T19:33:00,2026-01-01T22:33:00,TRUE,TRUE
EXC_SYN_0000412,PAY_SYN_0012909,CUST_SYN_000634,ACCT_SYN_000634,2025-11-24T22:34:00,2025-11-24,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2025-11-25T02:34:00,FALSE,TRUE
EXC_SYN_0000413,PAY_SYN_0005915,CUST_SYN_000356,ACCT_SYN_001356,2026-03-03T18:49:00,2026-03-03,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2026-03-04T04:12:00,2026-03-04T02:49:00,FALSE,FALSE
EXC_SYN_0000414,PAY_SYN_0000849,CUST_SYN_000414,ACCT_SYN_001414,2026-03-02T23:00:00,2026-03-02,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2026-03-03T00:00:00,2026-03-03T03:00:00,TRUE,TRUE
EXC_SYN_0000415,PAY_SYN_0016516,CUST_SYN_000593,ACCT_SYN_000593,2025-12-15T21:02:00,2025-12-15,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2025-12-15T23:02:00,2025-12-16T05:02:00,FALSE,TRUE
EXC_SYN_0000416,PAY_SYN_0009948,CUST_SYN_000577,ACCT_SYN_000577,2026-02-19T16:59:00,2026-02-19,CURRENCY,R010,Currency handling exception,MEDIUM,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2026-02-20T00:59:00,TRUE,TRUE
EXC_SYN_0000417,PAY_SYN_0009265,CUST_SYN_000806,ACCT_SYN_000806,2026-01-21T14:31:00,2026-01-21,SETTLEMENT,R011,Settlement confirmation delayed,LOW,RESOLVED,TEAM_SYN_003,USER_SYN_003_A02,RESOLVED,SYN_RESOLVED,2026-01-21T15:31:00,2026-01-21T22:31:00,TRUE,FALSE
EXC_SYN_0000418,PAY_SYN_0014913,CUST_SYN_000282,ACCT_SYN_001282,2026-01-19T12:40:00,2026-01-19,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_004,USER_SYN_004_A03,RESOLVED,SYN_RESOLVED,2026-01-19T14:40:00,2026-01-19T20:40:00,FALSE,TRUE
EXC_SYN_0000419,PAY_SYN_0004459,CUST_SYN_000484,ACCT_SYN_001484,2025-12-03T18:15:00,2025-12-03,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A04,RESOLVED,SYN_RESOLVED,2025-12-03T21:15:00,2025-12-03T22:15:00,FALSE,TRUE
EXC_SYN_0000420,PAY_SYN_0015427,CUST_SYN_000800,ACCT_SYN_000800,2026-03-12T17:04:00,2026-03-12,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,OPEN,TEAM_SYN_001,USER_SYN_001_A01,UNRESOLVED,,,2026-03-12T21:04:00,TRUE,TRUE
EXC_SYN_0000421,PAY_SYN_0022499,CUST_SYN_000464,ACCT_SYN_001464,2026-03-13T19:21:00,2026-03-13,CUTOFF,R004,Payment missed the processing cutoff,LOW,RESOLVED,TEAM_SYN_002,USER_SYN_002_A02,RESOLVED,SYN_RESOLVED,2026-03-13T21:21:00,2026-03-14T03:21:00,TRUE,FALSE
EXC_SYN_0000422,PAY_SYN_0003357,CUST_SYN_000210,ACCT_SYN_001210,2026-02-10T17:20:00,2026-02-10,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_003,USER_SYN_003_A03,RESOLVED,SYN_RESOLVED,2026-02-10T20:20:00,2026-02-10T21:20:00,FALSE,TRUE
EXC_SYN_0000423,PAY_SYN_0015245,CUST_SYN_000066,ACCT_SYN_000066,2026-02-12T15:29:00,2026-02-12,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A04,RESOLVED,SYN_RESOLVED,2026-02-12T16:29:00,2026-02-12T19:29:00,TRUE,TRUE
EXC_SYN_0000424,PAY_SYN_0003575,CUST_SYN_000276,ACCT_SYN_000276,2026-03-06T15:12:00,2026-03-06,SYSTEM,R007,Processing system unavailable,MEDIUM,OPEN,TEAM_SYN_005,USER_SYN_005_A01,UNRESOLVED,,,2026-03-06T23:12:00,TRUE,FALSE
EXC_SYN_0000425,PAY_SYN_0000904,CUST_SYN_000449,ACCT_SYN_000449,2025-12-24T14:48:00,2025-12-24,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A02,RESOLVED,SYN_RESOLVED,2025-12-24T17:48:00,2025-12-24T18:48:00,TRUE,TRUE
EXC_SYN_0000426,PAY_SYN_0016716,CUST_SYN_000493,ACCT_SYN_000493,2026-02-14T16:45:00,2026-02-14,BENEFICIARY,R009,Beneficiary details require review,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A03,RESOLVED,SYN_RESOLVED,2026-02-14T17:45:00,2026-02-15T00:45:00,TRUE,TRUE
EXC_SYN_0000427,PAY_SYN_0016935,CUST_SYN_000096,ACCT_SYN_001096,2025-11-22T16:31:00,2025-11-22,CURRENCY,R010,Currency handling exception,MEDIUM,RESOLVED,TEAM_SYN_003,USER_SYN_003_A04,RESOLVED,SYN_RESOLVED,2025-11-23T02:08:00,2025-11-23T00:31:00,FALSE,TRUE
EXC_SYN_0000428,PAY_SYN_0023302,CUST_SYN_000175,ACCT_SYN_001175,2026-01-02T13:33:00,2026-01-02,SETTLEMENT,R011,Settlement confirmation delayed,LOW,OPEN,TEAM_SYN_004,USER_SYN_004_A01,UNRESOLVED,,,2026-01-02T21:33:00,TRUE,FALSE
EXC_SYN_0000429,PAY_SYN_0012980,CUST_SYN_000261,ACCT_SYN_000261,2025-12-30T11:32:00,2025-12-30,VALIDATION,R001,Payment instruction failed validation,MEDIUM,RESOLVED,TEAM_SYN_005,USER_SYN_005_A02,RESOLVED,SYN_RESOLVED,2025-12-30T12:32:00,2025-12-30T19:32:00,TRUE,TRUE
EXC_SYN_0000430,PAY_SYN_0021079,CUST_SYN_000424,ACCT_SYN_001424,2026-02-11T20:38:00,2026-02-11,LIQUIDITY,R002,Insufficient synthetic available funds,HIGH,RESOLVED,TEAM_SYN_001,USER_SYN_001_A03,RESOLVED,SYN_RESOLVED,2026-02-11T22:38:00,2026-02-12T00:38:00,FALSE,TRUE
EXC_SYN_0000431,PAY_SYN_0000973,CUST_SYN_000002,ACCT_SYN_000002,2026-03-15T15:09:00,2026-03-15,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_002,USER_SYN_002_A04,RESOLVED,SYN_RESOLVED,2026-03-15T18:09:00,2026-03-15T23:09:00,TRUE,FALSE
EXC_SYN_0000432,PAY_SYN_0022870,CUST_SYN_000191,ACCT_SYN_000191,2026-02-18T12:01:00,2026-02-18,CUTOFF,R004,Payment missed the processing cutoff,LOW,OPEN,TEAM_SYN_003,USER_SYN_003_A01,UNRESOLVED,,,2026-02-18T20:01:00,FALSE,FALSE
EXC_SYN_0000433,PAY_SYN_0011936,CUST_SYN_000633,ACCT_SYN_000633,2026-02-14T18:36:00,2026-02-14,SANCTIONS_SCREENING,R005,Synthetic screening review pending,HIGH,RESOLVED,TEAM_SYN_004,USER_SYN_004_A02,RESOLVED,SYN_RESOLVED,2026-02-14T20:36:00,2026-02-14T22:36:00,TRUE,TRUE
EXC_SYN_0000434,PAY_SYN_0021818,CUST_SYN_000267,ACCT_SYN_000267,2026-01-07T20:43:00,2026-01-07,DUPLICATE,R006,Potential duplicate payment instruction,HIGH,RESOLVED,TEAM_SYN_005,USER_SYN_005_A03,RESOLVED,SYN_RESOLVED,2026-01-08T02:27:00,2026-01-08T00:43:00,FALSE,TRUE
EXC_SYN_0000435,PAY_SYN_0000405,CUST_SYN_000486,ACCT_SYN_001486,2026-01-10T17:45:00,2026-01-10,SYSTEM,R007,Processing system unavailable,MEDIUM,RESOLVED,TEAM_SYN_001,USER_SYN_001_A04,RESOLVED,SYN_RESOLVED,2026-01-10T18:45:00,2026-01-11T01:45:00,TRUE,FALSE
EXC_SYN_0000436,PAY_SYN_0008910,CUST_SYN_000171,ACCT_SYN_001171,2025-11-22T13:13:00,2025-11-22,AUTHORIZATION,R008,Required payment authorization incomplete,HIGH,OPEN,TEAM_SYN_002,USER_SYN_002_A01,UNRESOLVED,,,2025-11-22T17:13:00,TRUE,TRUE
